ligand_type,r_max,time_weighted_mean_b,time_weighted_variance,total_bound_time,n_binding_events,n_unbinding_events,binding_unbinding_events,mean_bound_dwell_time,total_signal,signal_rate,ratio,time_weighted_variance_observed,total_signal_observed
ag,50,1.0288399219579485,0.6331270460758748,1028.8399219579485,986,986,1972,1.0434481967119154,916,0.916,10,0.6307026625058878,796.9351105485601
ag,50,1.6698325831678344,1.103843294064648,1669.8325831678344,1630,1628,3258,1.025695689906532,2346,2.346,10,1.2375429201671506,2358.258386263242
ag,50,2.2304373897958225,1.469995407971142,2230.4373897958226,2273,2269,4542,0.9830045790197544,4515,4.515,10,1.5119011289825677,4206.926983015029
ag,50,2.264935252900601,1.4824649722045775,2264.935252900601,2190,2187,4377,1.0356356894835852,4635,4.635,10,1.857459686650494,4237.2092641404815
ag,50,2.215413556269468,1.4596236697426257,2215.413556269468,2246,2243,4489,0.9877010950822418,4573,4.573,10,1.3852073570671246,5340.790608304318
ag,50,1.3152777998616874,0.8717398176650529,1315.2777998616873,1290,1289,2579,1.0203861907383145,1353,1.353,10,0.67319726360189,1610.0311564449707
ag,50,0.6640875225193845,0.4342445869883645,664.0875225193845,655,655,1310,1.0138740801822663,382,0.382,10,0.4392169104333676,377.8694393804872
ag,50,0.733228230822337,0.4662301870381202,733.228230822337,668,666,1334,1.1009432895230284,383,0.383,10,0.420259851521736,459.8840090312855
ag,50,1.0155063402715072,0.6498515942868496,1015.5063402715072,1016,1015,2031,1.000498857410352,799,0.799,10,0.5114007665132273,850.4718732799234
ag,50,0.6359519135155378,0.4461426268005012,635.9519135155379,643,642,1285,0.9905793045413362,312,0.312,10,0.5125374458808204,285.660763678395
ag,50,2.016797533484171,1.2926471925495966,2016.7975334841708,2021,2018,4039,0.9994041295759024,3695,3.695,10,1.3348638406175195,3825.63044104072
ag,50,1.2750270618576365,0.8638550810903957,1275.0270618576365,1327,1326,2653,0.961558870179213,1493,1.493,10,0.8945008016283011,1250.4334035993966
ag,50,1.684609758336435,1.1112469753967524,1684.609758336435,1679,1678,3357,1.0039390693304142,2532,2.532,10,0.9993291459157068,3023.4150800753027
ag,50,2.222878889429481,1.4717479637606452,2222.8788894294808,2252,2251,4503,0.9875072809549004,4338,4.338,10,1.750291238750587,3923.6611558774216
ag,50,0.9643656932830365,0.6592500623965227,964.3656932830364,950,950,1900,1.0151217824031962,710,0.71,10,0.7018273489793764,576.33529206099
